genome_id	group_id	model_id
GCF_001307155.1	set1IT080	GCF_001307155.1.gf.set1IT080.RAST1.mdl
GCF_001307155.1	set1IT082	GCF_001307155.1.gf.set1IT082.RAST1.mdl
GCF_001307155.1	set1IT081	GCF_001307155.1.gf.set1IT081.RAST1.mdl
GCF_001307155.1	set1IT068	GCF_001307155.1.gf.set1IT068.RAST1.mdl
GCF_002151545.1	set2IT084	GCF_002151545.1.gf.set2IT084.RAST1.mdl
GCF_002151545.1	set3IT022	GCF_002151545.1.gf.set3IT022.RAST1.mdl
GCF_002151545.1	set2IT085	GCF_002151545.1.gf.set2IT085.RAST1.mdl
GCF_002151545.1	set3IT025	GCF_002151545.1.gf.set3IT025.RAST1.mdl
GCF_002151545.1	set2IT091	GCF_002151545.1.gf.set2IT091.RAST1.mdl
GCF_002151545.1	set2IT090	GCF_002151545.1.gf.set2IT090.RAST1.mdl
GCF_002151545.1	set2IT079	GCF_002151545.1.gf.set2IT079.RAST1.mdl
GCF_002151545.1	set2IT078	GCF_002151545.1.gf.set2IT078.RAST1.mdl
GCF_002151545.1	set3IT001	GCF_002151545.1.gf.set3IT001.RAST1.mdl
GCF_002151545.1	set2IT094	GCF_002151545.1.gf.set2IT094.RAST1.mdl
GCF_002151545.1	set3IT003	GCF_002151545.1.gf.set3IT003.RAST1.mdl
GCF_002151545.1	set3IT002	GCF_002151545.1.gf.set3IT002.RAST1.mdl
GCF_002151545.1	set3IT007	GCF_002151545.1.gf.set3IT007.RAST1.mdl
GCF_002151545.1	set2IT070	GCF_002151545.1.gf.set2IT070.RAST1.mdl
GCF_002151545.1	set2IT077	GCF_002151545.1.gf.set2IT077.RAST1.mdl
GCF_002151545.1	set3IT008	GCF_002151545.1.gf.set3IT008.RAST1.mdl
GCF_002151545.1	set2IT075	GCF_002151545.1.gf.set2IT075.RAST1.mdl
GCF_002151545.1	set2IT074	GCF_002151545.1.gf.set2IT074.RAST1.mdl
GCF_002151545.1	set2IT055	GCF_002151545.1.gf.set2IT055.RAST1.mdl
GCF_002151545.1	set2IT057	GCF_002151545.1.gf.set2IT057.RAST1.mdl
GCF_002151545.1	set2IT056	GCF_002151545.1.gf.set2IT056.RAST1.mdl
GCF_002151545.1	set2IT051	GCF_002151545.1.gf.set2IT051.RAST1.mdl
GCF_002151545.1	set2IT050	GCF_002151545.1.gf.set2IT050.RAST1.mdl
GCF_002151545.1	set2IT053	GCF_002151545.1.gf.set2IT053.RAST1.mdl
GCF_002151545.1	set2IT052	GCF_002151545.1.gf.set2IT052.RAST1.mdl
GCF_002151545.1	set2IT059	GCF_002151545.1.gf.set2IT059.RAST1.mdl
GCF_002151545.1	set2IT058	GCF_002151545.1.gf.set2IT058.RAST1.mdl
GCF_002151545.1	set2IT076	GCF_002151545.1.gf.set2IT076.RAST1.mdl
GCF_002151545.1	set3IT018	GCF_002151545.1.gf.set3IT018.RAST1.mdl
GCF_002151545.1	set2IT086	GCF_002151545.1.gf.set2IT086.RAST1.mdl
GCF_002151545.1	set3IT013	GCF_002151545.1.gf.set3IT013.RAST1.mdl
GCF_002151545.1	set2IT082	GCF_002151545.1.gf.set2IT082.RAST1.mdl
GCF_002151545.1	set3IT017	GCF_002151545.1.gf.set3IT017.RAST1.mdl
GCF_002151545.1	set2IT080	GCF_002151545.1.gf.set2IT080.RAST1.mdl
GCF_002151545.1	set2IT081	GCF_002151545.1.gf.set2IT081.RAST1.mdl
GCF_002151545.1	set2IT068	GCF_002151545.1.gf.set2IT068.RAST1.mdl
GCF_002151545.1	set2IT087	GCF_002151545.1.gf.set2IT087.RAST1.mdl
GCF_002151545.1	set3IT010	GCF_002151545.1.gf.set3IT010.RAST1.mdl
GCF_002151545.1	set3IT011	GCF_002151545.1.gf.set3IT011.RAST1.mdl
GCF_002151545.1	set2IT064	GCF_002151545.1.gf.set2IT064.RAST1.mdl
GCF_002151545.1	set2IT065	GCF_002151545.1.gf.set2IT065.RAST1.mdl
GCF_002151545.1	set2IT066	GCF_002151545.1.gf.set2IT066.RAST1.mdl
GCF_002151545.1	set2IT089	GCF_002151545.1.gf.set2IT089.RAST1.mdl
GCF_002151545.1	set2IT060	GCF_002151545.1.gf.set2IT060.RAST1.mdl
GCF_002151545.1	set2IT061	GCF_002151545.1.gf.set2IT061.RAST1.mdl
GCF_002151545.1	set2IT062	GCF_002151545.1.gf.set2IT062.RAST1.mdl
GCF_002151545.1	set3IT019	GCF_002151545.1.gf.set3IT019.RAST1.mdl
GCF_002151545.1	set2IT046	GCF_002151545.1.gf.set2IT046.RAST1.mdl
GCF_002151545.1	set2IT047	GCF_002151545.1.gf.set2IT047.RAST1.mdl
GCF_002151545.1	set2IT083	GCF_002151545.1.gf.set2IT083.RAST1.mdl
GCF_002151545.1	set2IT045	GCF_002151545.1.gf.set2IT045.RAST1.mdl
GCF_002151545.1	set3IT004	GCF_002151545.1.gf.set3IT004.RAST1.mdl
GCF_002151545.1	set3IT005	GCF_002151545.1.gf.set3IT005.RAST1.mdl
GCF_002151545.1	set3IT014	GCF_002151545.1.gf.set3IT014.RAST1.mdl
GCF_002151545.1	set2IT048	GCF_002151545.1.gf.set2IT048.RAST1.mdl
GCF_002151545.1	set2IT049	GCF_002151545.1.gf.set2IT049.RAST1.mdl
GCF_002151545.1	set2IT088	GCF_002151545.1.gf.set2IT088.RAST1.mdl
GCF_002151545.1	set3IT006	GCF_002151545.1.gf.set3IT006.RAST1.mdl
GCF_002151545.1	set3IT020	GCF_002151545.1.gf.set3IT020.RAST1.mdl
GCF_002151545.1	set3IT012	GCF_002151545.1.gf.set3IT012.RAST1.mdl
GCF_002151545.1	set3IT016	GCF_002151545.1.gf.set3IT016.RAST1.mdl
GCF_002151545.1	set3IT015	GCF_002151545.1.gf.set3IT015.RAST1.mdl
GCF_000832305.1	set2IT084	GCF_000832305.1.gf.set2IT084.RAST1.mdl
GCF_000832305.1	set3IT021	GCF_000832305.1.gf.set3IT021.RAST1.mdl
GCF_000832305.1	set3IT002	GCF_000832305.1.gf.set3IT002.RAST1.mdl
GCF_000832305.1	set3IT027	GCF_000832305.1.gf.set3IT027.RAST1.mdl
GCF_000832305.1	set3IT026	GCF_000832305.1.gf.set3IT026.RAST1.mdl
GCF_000832305.1	set2IT089	GCF_000832305.1.gf.set2IT089.RAST1.mdl
GCF_000832305.1	set2IT091	GCF_000832305.1.gf.set2IT091.RAST1.mdl
GCF_000832305.1	set2IT090	GCF_000832305.1.gf.set2IT090.RAST1.mdl
GCF_000832305.1	set3IT013	GCF_000832305.1.gf.set3IT013.RAST1.mdl
GCF_000832305.1	set2IT078	GCF_000832305.1.gf.set2IT078.RAST1.mdl
GCF_000832305.1	set2IT094	GCF_000832305.1.gf.set2IT094.RAST1.mdl
GCF_000832305.1	set2IT085	GCF_000832305.1.gf.set2IT085.RAST1.mdl
GCF_000832305.1	set2IT065	GCF_000832305.1.gf.set2IT065.RAST1.mdl
GCF_000832305.1	set2IT072	GCF_000832305.1.gf.set2IT072.RAST1.mdl
GCF_000832305.1	set2IT071	GCF_000832305.1.gf.set2IT071.RAST1.mdl
GCF_000832305.1	set2IT070	GCF_000832305.1.gf.set2IT070.RAST1.mdl
GCF_000832305.1	set2IT077	GCF_000832305.1.gf.set2IT077.RAST1.mdl
GCF_000832305.1	set2IT075	GCF_000832305.1.gf.set2IT075.RAST1.mdl
GCF_000832305.1	set2IT074	GCF_000832305.1.gf.set2IT074.RAST1.mdl
GCF_000832305.1	set1IT033	GCF_000832305.1.gf.set1IT033.RAST1.mdl
GCF_000832305.1	set2IT057	GCF_000832305.1.gf.set2IT057.RAST1.mdl
GCF_000832305.1	set1IT031	GCF_000832305.1.gf.set1IT031.RAST1.mdl
GCF_000832305.1	set2IT051	GCF_000832305.1.gf.set2IT051.RAST1.mdl
GCF_000832305.1	set2IT050	GCF_000832305.1.gf.set2IT050.RAST1.mdl
GCF_000832305.1	set2IT053	GCF_000832305.1.gf.set2IT053.RAST1.mdl
GCF_000832305.1	set2IT052	GCF_000832305.1.gf.set2IT052.RAST1.mdl
GCF_000832305.1	set1IT038	GCF_000832305.1.gf.set1IT038.RAST1.mdl
GCF_000832305.1	set1IT039	GCF_000832305.1.gf.set1IT039.RAST1.mdl
GCF_000832305.1	set2IT059	GCF_000832305.1.gf.set2IT059.RAST1.mdl
GCF_000832305.1	set3IT010	GCF_000832305.1.gf.set3IT010.RAST1.mdl
GCF_000832305.1	set3IT014	GCF_000832305.1.gf.set3IT014.RAST1.mdl
GCF_000832305.1	set1IT037	GCF_000832305.1.gf.set1IT037.RAST1.mdl
GCF_000832305.1	set3IT019	GCF_000832305.1.gf.set3IT019.RAST1.mdl
GCF_000832305.1	set2IT056	GCF_000832305.1.gf.set2IT056.RAST1.mdl
GCF_000832305.1	set3IT020	GCF_000832305.1.gf.set3IT020.RAST1.mdl
GCF_000832305.1	set1IT030	GCF_000832305.1.gf.set1IT030.RAST1.mdl
GCF_000832305.1	set1IT043	GCF_000832305.1.gf.set1IT043.RAST1.mdl
GCF_000832305.1	set1IT042	GCF_000832305.1.gf.set1IT042.RAST1.mdl
GCF_000832305.1	set1IT041	GCF_000832305.1.gf.set1IT041.RAST1.mdl
GCF_000832305.1	set1IT040	GCF_000832305.1.gf.set1IT040.RAST1.mdl
GCF_000832305.1	set2IT068	GCF_000832305.1.gf.set2IT068.RAST1.mdl
GCF_000832305.1	set1IT046	GCF_000832305.1.gf.set1IT046.RAST1.mdl
GCF_000832305.1	set1IT045	GCF_000832305.1.gf.set1IT045.RAST1.mdl
GCF_000832305.1	set1IT044	GCF_000832305.1.gf.set1IT044.RAST1.mdl
GCF_000832305.1	set2IT064	GCF_000832305.1.gf.set2IT064.RAST1.mdl
GCF_000832305.1	set1IT036	GCF_000832305.1.gf.set1IT036.RAST1.mdl
GCF_000832305.1	set2IT066	GCF_000832305.1.gf.set2IT066.RAST1.mdl
GCF_000832305.1	set2IT067	GCF_000832305.1.gf.set2IT067.RAST1.mdl
GCF_000832305.1	set2IT060	GCF_000832305.1.gf.set2IT060.RAST1.mdl
GCF_000832305.1	set2IT087	GCF_000832305.1.gf.set2IT087.RAST1.mdl
GCF_000832305.1	set3IT018	GCF_000832305.1.gf.set3IT018.RAST1.mdl
GCF_000832305.1	set2IT063	GCF_000832305.1.gf.set2IT063.RAST1.mdl
GCF_000832305.1	set3IT016	GCF_000832305.1.gf.set3IT016.RAST1.mdl
GCF_000832305.1	set1IT034	GCF_000832305.1.gf.set1IT034.RAST1.mdl
GCF_000832305.1	set3IT017	GCF_000832305.1.gf.set3IT017.RAST1.mdl
GCF_000832305.1	set1IT035	GCF_000832305.1.gf.set1IT035.RAST1.mdl
GCF_000832305.1	set2IT080	GCF_000832305.1.gf.set2IT080.RAST1.mdl
GCF_000832305.1	set2IT093	GCF_000832305.1.gf.set2IT093.RAST1.mdl
GCF_000832305.1	set2IT049	GCF_000832305.1.gf.set2IT049.RAST1.mdl
GCF_000832305.1	set3IT015	GCF_000832305.1.gf.set3IT015.RAST1.mdl
GCF_000832305.1	set2IT086	GCF_000832305.1.gf.set2IT086.RAST1.mdl
GCF_000832305.1	set2IT069	GCF_000832305.1.gf.set2IT069.RAST1.mdl
GCF_000015245.1	set1H6	GCF_000015245.1.gf.set1H6.RAST1.mdl
GCF_000015245.1	set3H40	GCF_000015245.1.gf.set3H40.RAST1.mdl
GCF_000015245.1	set1H4	GCF_000015245.1.gf.set1H4.RAST1.mdl
GCF_000015245.1	set1H3	GCF_000015245.1.gf.set1H3.RAST1.mdl
GCF_000015245.1	set1H9	GCF_000015245.1.gf.set1H9.RAST1.mdl
GCF_000015245.1	set1H8	GCF_000015245.1.gf.set1H8.RAST1.mdl
GCF_000015245.1	set1H17	GCF_000015245.1.gf.set1H17.RAST1.mdl
GCF_000015245.1	set1H16	GCF_000015245.1.gf.set1H16.RAST1.mdl
GCF_000015245.1	set1H13	GCF_000015245.1.gf.set1H13.RAST1.mdl
GCF_000015245.1	set1H11	GCF_000015245.1.gf.set1H11.RAST1.mdl
GCF_000015245.1	set1H10	GCF_000015245.1.gf.set1H10.RAST1.mdl
GCF_000015245.1	set2H18	GCF_000015245.1.gf.set2H18.RAST1.mdl
GCF_000015245.1	set3H37	GCF_000015245.1.gf.set3H37.RAST1.mdl
GCF_000015245.1	set3H36	GCF_000015245.1.gf.set3H36.RAST1.mdl
GCF_000015245.1	set3H35	GCF_000015245.1.gf.set3H35.RAST1.mdl
GCF_000015245.1	set3H34	GCF_000015245.1.gf.set3H34.RAST1.mdl
GCF_000015245.1	set3H33	GCF_000015245.1.gf.set3H33.RAST1.mdl
GCF_000015245.1	set3H32	GCF_000015245.1.gf.set3H32.RAST1.mdl
GCF_000015245.1	set3H31	GCF_000015245.1.gf.set3H31.RAST1.mdl
GCF_000015245.1	set3H30	GCF_000015245.1.gf.set3H30.RAST1.mdl
GCF_000015245.1	set3H39	GCF_000015245.1.gf.set3H39.RAST1.mdl
GCF_000015245.1	set2H16	GCF_000015245.1.gf.set2H16.RAST1.mdl
GCF_000015245.1	set2H17	GCF_000015245.1.gf.set2H17.RAST1.mdl
GCF_000015245.1	set3H24	GCF_000015245.1.gf.set3H24.RAST1.mdl
GCF_000015245.1	set3H27	GCF_000015245.1.gf.set3H27.RAST1.mdl
GCF_000015245.1	set3H20	GCF_000015245.1.gf.set3H20.RAST1.mdl
GCF_000015245.1	set3H21	GCF_000015245.1.gf.set3H21.RAST1.mdl
GCF_000015245.1	set3H23	GCF_000015245.1.gf.set3H23.RAST1.mdl
GCF_000015245.1	set3H28	GCF_000015245.1.gf.set3H28.RAST1.mdl
GCF_000015245.1	set3H4	GCF_000015245.1.gf.set3H4.RAST1.mdl
GCF_000015245.1	set3H7	GCF_000015245.1.gf.set3H7.RAST1.mdl
GCF_000015245.1	set2H10	GCF_000015245.1.gf.set2H10.RAST1.mdl
GCF_000015245.1	set3H3	GCF_000015245.1.gf.set3H3.RAST1.mdl
GCF_000015245.1	set1H5	GCF_000015245.1.gf.set1H5.RAST1.mdl
GCF_000015245.1	set3H8	GCF_000015245.1.gf.set3H8.RAST1.mdl
GCF_000015245.1	set1H31	GCF_000015245.1.gf.set1H31.RAST1.mdl
GCF_000015245.1	set1H30	GCF_000015245.1.gf.set1H30.RAST1.mdl
GCF_000015245.1	set3H41	GCF_000015245.1.gf.set3H41.RAST1.mdl
GCF_000015245.1	set1H35	GCF_000015245.1.gf.set1H35.RAST1.mdl
GCF_000015245.1	set1H34	GCF_000015245.1.gf.set1H34.RAST1.mdl
GCF_000015245.1	set1H36	GCF_000015245.1.gf.set1H36.RAST1.mdl
GCF_000015245.1	set3H11	GCF_000015245.1.gf.set3H11.RAST1.mdl
GCF_000015245.1	set3H10	GCF_000015245.1.gf.set3H10.RAST1.mdl
GCF_000015245.1	set3H13	GCF_000015245.1.gf.set3H13.RAST1.mdl
GCF_000015245.1	set1H32	GCF_000015245.1.gf.set1H32.RAST1.mdl
GCF_000015245.1	set3H15	GCF_000015245.1.gf.set3H15.RAST1.mdl
GCF_000015245.1	set3H14	GCF_000015245.1.gf.set3H14.RAST1.mdl
GCF_000015245.1	set3H17	GCF_000015245.1.gf.set3H17.RAST1.mdl
GCF_000015245.1	set3H16	GCF_000015245.1.gf.set3H16.RAST1.mdl
GCF_000015245.1	set3H19	GCF_000015245.1.gf.set3H19.RAST1.mdl
GCF_000015245.1	set1H28	GCF_000015245.1.gf.set1H28.RAST1.mdl
GCF_000015245.1	set1H29	GCF_000015245.1.gf.set1H29.RAST1.mdl
GCF_000015245.1	set1H26	GCF_000015245.1.gf.set1H26.RAST1.mdl
GCF_000015245.1	set1H27	GCF_000015245.1.gf.set1H27.RAST1.mdl
GCF_000015245.1	set1H24	GCF_000015245.1.gf.set1H24.RAST1.mdl
GCF_000015245.1	set1H25	GCF_000015245.1.gf.set1H25.RAST1.mdl
GCF_000015245.1	set1H22	GCF_000015245.1.gf.set1H22.RAST1.mdl
GCF_000015245.1	set1H23	GCF_000015245.1.gf.set1H23.RAST1.mdl
GCF_000015245.1	set1H20	GCF_000015245.1.gf.set1H20.RAST1.mdl
GCF_000015245.1	set1H21	GCF_000015245.1.gf.set1H21.RAST1.mdl
GCF_000015245.1	set2H15	GCF_000015245.1.gf.set2H15.RAST1.mdl
GCF_000015245.1	set2H9	GCF_000015245.1.gf.set2H9.RAST1.mdl
GCF_000015245.1	set2H48	GCF_000015245.1.gf.set2H48.RAST1.mdl
GCF_000015245.1	set2H44	GCF_000015245.1.gf.set2H44.RAST1.mdl
GCF_000015245.1	set2H47	GCF_000015245.1.gf.set2H47.RAST1.mdl
GCF_000015245.1	set2H46	GCF_000015245.1.gf.set2H46.RAST1.mdl
GCF_000015245.1	set2H41	GCF_000015245.1.gf.set2H41.RAST1.mdl
GCF_000015245.1	set2H40	GCF_000015245.1.gf.set2H40.RAST1.mdl
GCF_000015245.1	set2H43	GCF_000015245.1.gf.set2H43.RAST1.mdl
GCF_000015245.1	set2H42	GCF_000015245.1.gf.set2H42.RAST1.mdl
GCF_000015245.1	set2H29	GCF_000015245.1.gf.set2H29.RAST1.mdl
GCF_000015245.1	set2H28	GCF_000015245.1.gf.set2H28.RAST1.mdl
GCF_000015245.1	set2H25	GCF_000015245.1.gf.set2H25.RAST1.mdl
GCF_000015245.1	set2H23	GCF_000015245.1.gf.set2H23.RAST1.mdl
GCF_000015245.1	set2H22	GCF_000015245.1.gf.set2H22.RAST1.mdl
GCF_000015245.1	set2H21	GCF_000015245.1.gf.set2H21.RAST1.mdl
GCF_000015245.1	set2H20	GCF_000015245.1.gf.set2H20.RAST1.mdl
GCF_000015245.1	set2H38	GCF_000015245.1.gf.set2H38.RAST1.mdl
GCF_000015245.1	set2H39	GCF_000015245.1.gf.set2H39.RAST1.mdl
GCF_000015245.1	set2H34	GCF_000015245.1.gf.set2H34.RAST1.mdl
GCF_000015245.1	set2H35	GCF_000015245.1.gf.set2H35.RAST1.mdl
GCF_000015245.1	set2H36	GCF_000015245.1.gf.set2H36.RAST1.mdl
GCF_000015245.1	set2H37	GCF_000015245.1.gf.set2H37.RAST1.mdl
GCF_000015245.1	set2H32	GCF_000015245.1.gf.set2H32.RAST1.mdl
GCF_000015245.1	set2H33	GCF_000015245.1.gf.set2H33.RAST1.mdl
GCF_000015245.1	set1H48	GCF_000015245.1.gf.set1H48.RAST1.mdl
GCF_000015245.1	set1H45	GCF_000015245.1.gf.set1H45.RAST1.mdl
GCF_000015245.1	set1H46	GCF_000015245.1.gf.set1H46.RAST1.mdl
GCF_000015245.1	set1H47	GCF_000015245.1.gf.set1H47.RAST1.mdl
GCF_000015245.1	set3H12	GCF_000015245.1.gf.set3H12.RAST1.mdl
GCF_000006965.1	set3IT029	GCF_000006965.1.gf.set3IT029.RAST1.mdl
GCF_000006965.1	set3IT027	GCF_000006965.1.gf.set3IT027.RAST1.mdl
GCF_000006965.1	set3IT024	GCF_000006965.1.gf.set3IT024.RAST1.mdl
GCF_000006965.1	set1IT018	GCF_000006965.1.gf.set1IT018.RAST1.mdl
GCF_000006965.1	set1IT019	GCF_000006965.1.gf.set1IT019.RAST1.mdl
GCF_000006965.1	set3IT007	GCF_000006965.1.gf.set3IT007.RAST1.mdl
GCF_000006965.1	set3IT001	GCF_000006965.1.gf.set3IT001.RAST1.mdl
GCF_000006965.1	set3IT002	GCF_000006965.1.gf.set3IT002.RAST1.mdl
GCF_000006965.1	set1IT010	GCF_000006965.1.gf.set1IT010.RAST1.mdl
GCF_000006965.1	set1IT011	GCF_000006965.1.gf.set1IT011.RAST1.mdl
GCF_000006965.1	set1IT012	GCF_000006965.1.gf.set1IT012.RAST1.mdl
GCF_000006965.1	set1IT013	GCF_000006965.1.gf.set1IT013.RAST1.mdl
GCF_000006965.1	set1IT014	GCF_000006965.1.gf.set1IT014.RAST1.mdl
GCF_000006965.1	set1IT015	GCF_000006965.1.gf.set1IT015.RAST1.mdl
GCF_000006965.1	set1IT016	GCF_000006965.1.gf.set1IT016.RAST1.mdl
GCF_000006965.1	set1IT017	GCF_000006965.1.gf.set1IT017.RAST1.mdl
GCF_000006965.1	set1IT032	GCF_000006965.1.gf.set1IT032.RAST1.mdl
GCF_000006965.1	set1IT033	GCF_000006965.1.gf.set1IT033.RAST1.mdl
GCF_000006965.1	set1IT030	GCF_000006965.1.gf.set1IT030.RAST1.mdl
GCF_000006965.1	set1IT034	GCF_000006965.1.gf.set1IT034.RAST1.mdl
GCF_000006965.1	set1IT035	GCF_000006965.1.gf.set1IT035.RAST1.mdl
GCF_000006965.1	set3IT008	GCF_000006965.1.gf.set3IT008.RAST1.mdl
GCF_000006965.1	set3IT019	GCF_000006965.1.gf.set3IT019.RAST1.mdl
GCF_000006965.1	set1IT007	GCF_000006965.1.gf.set1IT007.RAST1.mdl
GCF_000006965.1	set1IT027	GCF_000006965.1.gf.set1IT027.RAST1.mdl
GCF_000006965.1	set1IT020	GCF_000006965.1.gf.set1IT020.RAST1.mdl
GCF_000006965.1	set1IT023	GCF_000006965.1.gf.set1IT023.RAST1.mdl
GCF_000006965.1	set3IT032	GCF_000006965.1.gf.set3IT032.RAST1.mdl
GCF_000006965.1	set3IT014	GCF_000006965.1.gf.set3IT014.RAST1.mdl
GCF_000006965.1	set1IT022	GCF_000006965.1.gf.set1IT022.RAST1.mdl
GCF_000006965.1	set1IT003	GCF_000006965.1.gf.set1IT003.RAST1.mdl
GCF_000006965.1	set1IT024	GCF_000006965.1.gf.set1IT024.RAST1.mdl
GCF_000006965.1	set1IT021	GCF_000006965.1.gf.set1IT021.RAST1.mdl
GCF_000006965.1	set1IT006	GCF_000006965.1.gf.set1IT006.RAST1.mdl
GCF_000006965.1	set1IT005	GCF_000006965.1.gf.set1IT005.RAST1.mdl
GCF_000006965.1	set1IT004	GCF_000006965.1.gf.set1IT004.RAST1.mdl
GCF_000006965.1	set1IT025	GCF_000006965.1.gf.set1IT025.RAST1.mdl
GCF_000006965.1	set1IT002	GCF_000006965.1.gf.set1IT002.RAST1.mdl
GCF_000006965.1	set1IT001	GCF_000006965.1.gf.set1IT001.RAST1.mdl
GCF_000006965.1	set1IT026	GCF_000006965.1.gf.set1IT026.RAST1.mdl
GCF_000006965.1	set1IT028	GCF_000006965.1.gf.set1IT028.RAST1.mdl
GCF_000006965.1	set3IT005	GCF_000006965.1.gf.set3IT005.RAST1.mdl
GCF_000006965.1	set1IT009	GCF_000006965.1.gf.set1IT009.RAST1.mdl
GCF_000006965.1	set1IT008	GCF_000006965.1.gf.set1IT008.RAST1.mdl
GCF_001307275.1	set1IT018	GCF_001307275.1.gf.set1IT018.RAST1.mdl
GCF_001307275.1	set1IT019	GCF_001307275.1.gf.set1IT019.RAST1.mdl
GCF_001307275.1	set1IT012	GCF_001307275.1.gf.set1IT012.RAST1.mdl
GCF_001307275.1	set1IT013	GCF_001307275.1.gf.set1IT013.RAST1.mdl
GCF_001307275.1	set1IT014	GCF_001307275.1.gf.set1IT014.RAST1.mdl
GCF_001307275.1	set1IT016	GCF_001307275.1.gf.set1IT016.RAST1.mdl
GCF_001307275.1	set1IT017	GCF_001307275.1.gf.set1IT017.RAST1.mdl
GCF_001307275.1	set6IT051	GCF_001307275.1.gf.set6IT051.RAST1.mdl
GCF_001307275.1	set6IT050	GCF_001307275.1.gf.set6IT050.RAST1.mdl
GCF_001307275.1	set6IT053	GCF_001307275.1.gf.set6IT053.RAST1.mdl
GCF_001307275.1	set6IT052	GCF_001307275.1.gf.set6IT052.RAST1.mdl
GCF_001307275.1	set6IT055	GCF_001307275.1.gf.set6IT055.RAST1.mdl
GCF_001307275.1	set6IT054	GCF_001307275.1.gf.set6IT054.RAST1.mdl
GCF_001307275.1	set6IT056	GCF_001307275.1.gf.set6IT056.RAST1.mdl
GCF_001307275.1	set6IT059	GCF_001307275.1.gf.set6IT059.RAST1.mdl
GCF_001307275.1	set6IT058	GCF_001307275.1.gf.set6IT058.RAST1.mdl
GCF_001307275.1	set1IT020	GCF_001307275.1.gf.set1IT020.RAST1.mdl
GCF_001307275.1	set5IT079	GCF_001307275.1.gf.set5IT079.RAST1.mdl
GCF_001307275.1	set2IT079	GCF_001307275.1.gf.set2IT079.RAST1.mdl
GCF_001307275.1	set2IT078	GCF_001307275.1.gf.set2IT078.RAST1.mdl
GCF_001307275.1	set2IT073	GCF_001307275.1.gf.set2IT073.RAST1.mdl
GCF_001307275.1	set2IT072	GCF_001307275.1.gf.set2IT072.RAST1.mdl
GCF_001307275.1	set2IT071	GCF_001307275.1.gf.set2IT071.RAST1.mdl
GCF_001307275.1	set2IT070	GCF_001307275.1.gf.set2IT070.RAST1.mdl
GCF_001307275.1	set2IT077	GCF_001307275.1.gf.set2IT077.RAST1.mdl
GCF_001307275.1	set2IT076	GCF_001307275.1.gf.set2IT076.RAST1.mdl
GCF_001307275.1	set2IT074	GCF_001307275.1.gf.set2IT074.RAST1.mdl
GCF_001307275.1	set2IT089	GCF_001307275.1.gf.set2IT089.RAST1.mdl
GCF_001307275.1	set2IT068	GCF_001307275.1.gf.set2IT068.RAST1.mdl
GCF_001307275.1	set2IT069	GCF_001307275.1.gf.set2IT069.RAST1.mdl
GCF_001307275.1	set2IT064	GCF_001307275.1.gf.set2IT064.RAST1.mdl
GCF_001307275.1	set2IT065	GCF_001307275.1.gf.set2IT065.RAST1.mdl
GCF_001307275.1	set2IT066	GCF_001307275.1.gf.set2IT066.RAST1.mdl
GCF_001307275.1	set2IT067	GCF_001307275.1.gf.set2IT067.RAST1.mdl
GCF_001307275.1	set2IT061	GCF_001307275.1.gf.set2IT061.RAST1.mdl
GCF_001307275.1	set2IT063	GCF_001307275.1.gf.set2IT063.RAST1.mdl
GCF_001307275.1	set1IT021	GCF_001307275.1.gf.set1IT021.RAST1.mdl
GCF_001307275.1	set2IT091	GCF_001307275.1.gf.set2IT091.RAST1.mdl
GCF_001307275.1	set1IT023	GCF_001307275.1.gf.set1IT023.RAST1.mdl
GCF_001307275.1	set1IT022	GCF_001307275.1.gf.set1IT022.RAST1.mdl
GCF_001307275.1	set1IT025	GCF_001307275.1.gf.set1IT025.RAST1.mdl
GCF_001307275.1	set1IT024	GCF_001307275.1.gf.set1IT024.RAST1.mdl
GCF_001307275.1	set1IT027	GCF_001307275.1.gf.set1IT027.RAST1.mdl
GCF_001307275.1	set1IT026	GCF_001307275.1.gf.set1IT026.RAST1.mdl
GCF_001307275.1	set1IT029	GCF_001307275.1.gf.set1IT029.RAST1.mdl
GCF_001307275.1	set1IT028	GCF_001307275.1.gf.set1IT028.RAST1.mdl
GCF_001307275.1	set5IT082	GCF_001307275.1.gf.set5IT082.RAST1.mdl
GCF_001307275.1	set5IT081	GCF_001307275.1.gf.set5IT081.RAST1.mdl
GCF_001307275.1	set5IT080	GCF_001307275.1.gf.set5IT080.RAST1.mdl
GCF_001307275.1	set5IT087	GCF_001307275.1.gf.set5IT087.RAST1.mdl
GCF_001307275.1	set5IT086	GCF_001307275.1.gf.set5IT086.RAST1.mdl
GCF_001307275.1	set5IT085	GCF_001307275.1.gf.set5IT085.RAST1.mdl
GCF_001307275.1	set5IT084	GCF_001307275.1.gf.set5IT084.RAST1.mdl
GCF_001307275.1	set5IT089	GCF_001307275.1.gf.set5IT089.RAST1.mdl
GCF_001307275.1	set5IT088	GCF_001307275.1.gf.set5IT088.RAST1.mdl
GCF_001307275.1	set5IT069	GCF_001307275.1.gf.set5IT069.RAST1.mdl
GCF_001307275.1	set2IT090	GCF_001307275.1.gf.set2IT090.RAST1.mdl
GCF_001307275.1	set2IT092	GCF_001307275.1.gf.set2IT092.RAST1.mdl
GCF_001307275.1	set2IT095	GCF_001307275.1.gf.set2IT095.RAST1.mdl
